file,speaker,gender,dialect,sentence_number,nC_tier1,rateC_tier1,meanC_tier1,meanCLn_tier1,deltaC_tier1,deltaCLn_tier1,varcoC_tier1,rPVI_C_tier1,nPVI_C_tier1,nV_tier1,rateV_tier1,meanV_tier1,meanVLn_tier1,deltaV_tier1,deltaVLn_tier1,varcoV_tier1,rPVI_V_tier1,nPVI_V_tier1,percentV_tier1,nCV_tier1,rateCV_tier1,meanCV_tier1,meanCVLn_tier1,deltaCV_tier1,deltaCVLn_tier1,varcoCV_tier1,rPVI_CV_tier1,nPVI_CV_tier1
01f_ba_001,01,f,ba,001,8,6.589546199675732,0.15175551846790442,-2.149013824684394,0.10011630454159587,0.8770278475092019,0.6597210141176514,6.894147475868142,55.836984294773394,8,8.557570736501109,0.11685559264320672,-2.270515062838106,0.06714381925597886,0.509053201017715,0.5745879828018843,7.999519464059,61.96854614071098,43.50363324876361,16,7.445708376421923,0.13430555555555557,-2.2097644437612503,0.0842982750261212,0.6955688919104307,0.6276603724799096,8.24746991132302,58.16208211660361
01f_ba_002,01,f,ba,002,5,8.787945257262399,0.11379224275135254,-2.4402211971132233,0.1024335969999711,0.7848772310897287,0.9001808429402237,6.874139212980726,54.32475816214575,4,6.972659848413955,0.14341729293269143,-2.077334865508919,0.08088754430624938,0.6144840512183458,0.5640013324209898,5.670752732051251,42.26701119724378,50.20601403716366,9,7.876562810081365,0.1269589317208365,-2.2789383830668655,0.08912720597291794,0.6972748438419006,0.7020160359327471,6.527959540384572,52.33580972473899
01f_ba_003,01,f,ba,003,8,7.150481592205711,0.1398507201375131,-2.035875126395909,0.048504119806014774,0.425022928720076,0.3468278158190491,6.264369191930211,51.00673863128584,8,12.88077046397711,0.07763510752688599,-2.6867398142960974,0.041531638630853546,0.5571248768990027,0.5349595041968691,4.928331988702972,65.59439971589379,35.696628309355496,16,9.196001511814307,0.10874291383219954,-2.3613074703460026,0.054176142552912705,0.584906129027232,0.4982038888208527,6.731717222749861,62.46729761051629
01f_ba_004,01,f,ba,004,7,8.642362491837964,0.11570910164256844,-2.233436020076314,0.04463965967869089,0.4448696968127137,0.3857921204555297,6.964774353058112,59.2879556284456,7,7.082289405997387,0.14119727995769069,-2.0569325623853842,0.06439488484566763,0.49356620400724843,0.4560632107428936,4.4220220339939065,31.073451364706084,54.9605965714743,14,7.784937016908974,0.12845319080012957,-2.145184291230849,0.05484956193744082,0.46061305438439176,0.42700038508802457,7.135363569309734,58.385409188794355
01f_ba_005,01,f,ba,005,5,5.161539100640156,0.19374066155499542,-2.011079386650894,0.19428692796118782,0.9782818566953101,1.0028195754149283,23.267341939794576,95.3465319053409,4,8.95695901192758,0.11164503473426024,-2.2310684234491225,0.03567136425607533,0.32169503801372934,0.3195069475412053,4.306547424285572,39.75588840122933,31.55411306297226,9,6.359150190662351,0.15725371630133533,-2.1088522918945514,0.14568119018807704,0.7285387338066219,0.9264085683604285,13.78770458605506,63.71372508810841
01f_ba_006,01,f,ba,006,5,6.960928670916115,0.1436589925390504,-2.029615193075949,0.07355349002503975,0.45304037784031426,0.5120005975612415,4.787044538216194,30.580897081514415,4,7.9645326735488196,0.12555664481371537,-2.1866295275989023,0.06376744875403828,0.5624095905483876,0.5078779291103879,10.370670504989665,82.34699226566983,41.148522331889254,9,7.373896888063167,0.1356135046611237,-2.099399341752817,0.06573387372312518,0.4775826547259829,0.48471480688729,5.460439948952513,43.412055582483575
01f_ba_007,01,f,ba,007,9,9.901192330226742,0.10099793708149285,-2.466672383492285,0.05366605228266031,0.700285845263894,0.5313579052546236,6.974421701546564,66.97799534787903,9,9.304687635921315,0.10747271043677371,-2.3909811770381326,0.08407044794549122,0.5264103878022366,0.7822492575447786,4.751737356955904,34.507835121202035,51.55292206177696,18,9.593676730076623,0.10423532375913329,-2.4288267802652093,0.06850149641469686,0.6022431845149326,0.6571812121291044,5.392700910572784,50.15222448313948
01f_ba_008,01,f,ba,008,6,13.271975681080855,0.07534673239535059,-2.795916491853936,0.04939190591565256,0.7477312110462249,0.6555281741547744,5.74798838553612,74.6564080528937,5,7.379455191776061,0.13551135876730264,-2.230176161421439,0.10604460566529171,0.7519860548997338,0.782551415836582,12.031124771957355,93.16797540690942,59.98003614868466,11,9.73763976152719,0.10269428983714697,-2.538761796202801,0.08188514448101032,0.7700869185915037,0.7973680387766848,8.49082632098996,77.07425571435324
01f_ba_009,01,f,ba,009,6,4.628445979052748,0.2160552385240669,-1.6194949778844803,0.08992641370386974,0.47985751783268826,0.4162195479183099,10.318941083057158,51.04705101414899,6,10.346533042353116,0.09665073275333297,-2.398066479313767,0.03191168528155512,0.4142068393056837,0.3301753062027836,3.266408733799295,40.72770154938488,30.9078628586835,12,6.395784486717749,0.15635298563869993,-2.0087807285991235,0.08959397589874937,0.5898900871621873,0.5730237611565852,12.326398680365322,77.62024864540457
01f_ba_010,01,f,ba,010,11,8.019825044885918,0.12469099941745986,-2.252814889938421,0.06840149946928885,0.6832003463562255,0.5485680585515536,7.0521219821329275,59.59427569314403,10,11.873224275355454,0.08422312059544268,-2.5986914368533496,0.041012575307515606,0.5536662468773286,0.486951504736038,5.972591411510556,71.64612078568813,38.04403992890528,21,9.485813786745878,0.105420580930785,-2.4175180075169584,0.05937343507769887,0.6345541880056329,0.5632053490264972,5.249523166722462,51.268965267619016
01f_ba_011,01,f,ba,011,9,10.64737187748523,0.0939198904205257,-2.542993863519904,0.04510348502797637,0.7627141021152746,0.4802335780634518,3.9191597394752518,49.376373290247486,8,11.121550527230509,0.0899155201023054,-2.5598192250282126,0.05177487168341019,0.5954163812685475,0.5758168514679225,7.257183047939862,78.8950457771819,45.974862667710184,17,10.865374860505225,0.09203548085901027,-2.5509116807002843,0.04684213455962066,0.6678653524163933,0.5089573512565053,4.109087675575402,51.39761402191635
01f_ba_012,01,f,ba,012,7,5.368229568153214,0.18628115420630595,-1.8979689620945372,0.10593017916178786,0.8212870086242244,0.568657519936077,5.224324730403873,38.53431838845849,6,9.713297061101997,0.10295165418183427,-2.4017484317437736,0.057800301382901445,0.565463428377891,0.5614314975533463,6.932570713903492,55.68934716491669,32.14429907784834,13,6.764921058221037,0.1478213849642421,-2.1304825634711078,0.09419192496230154,0.734039485704959,0.6372009366918495,11.392164522393193,74.13114519099653
01f_ba_013,01,f,ba,013,5,5.137939059881606,0.19463056847214594,-1.6881303695424008,0.06522268863339203,0.3714404301803536,0.335110199520001,7.914533437141275,42.76979812288213,5,10.986021785919755,0.09102476032604004,-2.407844984765136,0.015331776099765706,0.16711227000586004,0.16843522624886986,2.391710308018923,25.969290556240676,31.865241481403825,10,7.001444742565926,0.14282766439909297,-2.047987677153768,0.0705467997445559,0.4664941150336591,0.4939295201763721,9.525317911949816,63.81194581343782
