file,speaker,gender,dialect,sentence_number,nC_tier1,rateC_tier1,meanC_tier1,meanCLn_tier1,deltaC_tier1,deltaCLn_tier1,varcoC_tier1,rPVI_C_tier1,nPVI_C_tier1,nV_tier1,rateV_tier1,meanV_tier1,meanVLn_tier1,deltaV_tier1,deltaVLn_tier1,varcoV_tier1,rPVI_V_tier1,nPVI_V_tier1,percentV_tier1,nCV_tier1,rateCV_tier1,meanCV_tier1,meanCVLn_tier1,deltaCV_tier1,deltaCVLn_tier1,varcoCV_tier1,rPVI_CV_tier1,nPVI_CV_tier1
08f_zh_141,08,f,zh,141,5,5.909547065323122,0.16921770635653988,-1.9314297574699382,0.07927001749049663,0.7212351105186209,0.46844989922907687,6.106359667393573,44.16552227526585,4,10.265066987292835,0.09741777635137731,-2.4303333286727384,0.044375376667075944,0.5586027622669097,0.4555162140738861,4.818801144860729,52.81876246798666,31.532920616516428,9,7.2829697047543895,0.1373066263542454,-2.1531646780045164,0.07288563936707507,0.668015081715155,0.5308239034220616,8.203626606896457,56.61988818537866
08f_zh_142,08,f,zh,142,5,5.477071952531029,0.18257930672937145,-1.7720447154049015,0.07610258804280508,0.42455931021410576,0.4168193504842709,5.443822917369234,31.685519267895675,5,10.149007280184595,0.09853180438173965,-2.3340966307870117,0.019671813989195302,0.20720995078730056,0.19964938339078026,3.0747381153298647,31.554893805974814,35.050839503385646,10,7.114624505928854,0.14055555555555554,-2.0530706730959567,0.06861672400365305,0.43237100521308414,0.48818222611294665,8.929670765021555,54.92517221184805
08f_zh_143,08,f,zh,143,7,6.350443340557688,0.15746932086038914,-2.2532981904783362,0.16395608093076766,0.9083914149893655,1.0411938022907308,7.726695562418112,37.00263250510993,6,7.450746374281195,0.1342147416870668,-2.200867486186951,0.08903740190207979,0.684553730798422,0.6633950993973385,8.636323211176114,69.50414974893391,42.21532576957571,13,6.814939850696591,0.1467364381650096,-2.229099403882312,0.12995992787048016,0.7801175202428408,0.8856690914381898,9.033710210680345,50.52295745629319
08f_zh_144,08,f,zh,144,7,5.229124462479548,0.19123660321632882,-1.8229287926420785,0.10886583716341722,0.6762372392763121,0.5692730122395401,10.72658863948915,62.558135470597605,6,12.452784025079238,0.08030332799364816,-2.541443565444473,0.016791438161305655,0.22042667333868635,0.20910015289321293,1.7092967734270492,22.813094755503748,26.466699783415294,13,7.140988752288778,0.14003663003663006,-2.1545509954739526,0.09672936903130666,0.6228060543732645,0.6907433362685512,10.671013536382219,70.22805707449011
08f_zh_145,08,f,zh,145,7,6.267687626535682,0.1595484745867475,-2.1560132485171244,0.10670384893223572,1.043397851572942,0.6687863936563064,14.832862151305479,106.35551942464284,6,10.249701518136915,0.09756381668583163,-2.388679073284092,0.03902638502898051,0.3783358949049188,0.4000087978789373,4.981138455517249,52.01702272810588,34.389334863152136,13,7.637075718015666,0.13094017094017094,-2.263397475332648,0.08580136620244919,0.7864825270766619,0.6552715303972947,8.130455786139759,70.59844262616288
08f_zh_146,08,f,zh,146,5,4.911531687539586,0.20360247344773752,-1.7674262943163277,0.12103387364027424,0.6964953283553522,0.5944617056498691,6.738978007507759,35.5527777118022,4,9.169516951210145,0.10905699889327597,-2.323351708440094,0.057633785276535454,0.5371522410671224,0.5284739710555975,4.508797640612946,42.67544951008866,29.996966576395373,9,6.188798103910684,0.1615822625346435,-2.014504256149112,0.10513435320916167,0.6607576287109154,0.6506552857967359,9.206647804777612,53.20458446172685
08f_zh_147,08,f,zh,147,7,7.002064061094267,0.14281503157852032,-2.1846175860988644,0.10400257086653089,0.7616562727494489,0.7282326637259456,6.093362296870578,51.41600158879497,6,8.875322919654078,0.11267195673360082,-2.335359884500678,0.055940235643689364,0.6750507136303302,0.4964876555392862,8.699223719443742,77.77990703482956,40.34235419717291,13,7.7577807848443845,0.12890284318855746,-2.254190954592009,0.08340725950205165,0.69717301434048,0.6470552350815455,7.295814044048031,53.51137658320296
08f_zh_148,08,f,zh,148,7,7.424482033321355,0.1346895305978198,-2.186440298039287,0.08097936991286671,0.6782190980448728,0.6012298769877628,8.75876993325167,66.9595215875895,7,12.22751403622362,0.0817827726091773,-2.626047059644048,0.046427527713179394,0.5188492869703161,0.5676932467800622,5.4996025684018015,58.762634245952974,37.77978586524958,14,9.239057239057239,0.10823615160349855,-2.4062436788416677,0.06910192011653644,0.6233596154477167,0.638436595285441,8.021994698957561,66.70708925687674
08f_zh_149,08,f,zh,149,6,6.699412858539863,0.1492668120498473,-2.1598366310808967,0.10181399289166598,0.8903137234670032,0.6820939731577134,13.242134387621828,95.17920216560839,6,9.481831343708466,0.10546485839610886,-2.3098831856125757,0.04150010251775597,0.37436833528952274,0.39349697281997315,5.46873156713878,48.494342966844265,41.402334547358244,12,7.851399068276906,0.1273658352229781,-2.234859908346736,0.07757551846678473,0.6558542513315351,0.6090763534112115,9.67826670022463,73.11772116814528
08f_zh_150,08,f,zh,150,3,2.852701168225487,0.35054495407314135,-1.0967257363098508,0.14009595893398424,0.37089279207543335,0.3996519057146467,24.24857734230806,62.034898144546666,3,6.600181741845423,0.15151097941136363,-1.9767089199626728,0.0743733981424714,0.5330419174633254,0.49087794449894007,7.43186289938893,51.65193237709333,30.178107518779026,6,3.9836198849778683,0.2510279667422525,-1.5367173281362618,0.14814745676269994,0.6332370651249992,0.5901631546687905,20.1706529826269,74.60278664078055
08f_zh_151,08,f,zh,151,7,6.970991641042393,0.1434516137004673,-2.125913936814482,0.08230897253094246,0.726705456753287,0.5737751594959879,7.411343465742842,58.211364190956694,6,11.035811945595896,0.09061408484756518,-2.5926590588212908,0.07090805161383186,0.6305672415372293,0.7825279230388561,6.501653623216816,67.57683015169367,35.12523710909134,13,8.3987694110753,0.11906506192220477,-2.3413347623560865,0.0789557030900835,0.6988387088741645,0.6631307439429369,6.6036191843700545,62.85536596167704
08f_zh_152,08,f,zh,152,8,8.894125048961136,0.11243376886372913,-2.4826271989008784,0.09671243741316361,0.888397582176704,0.8601725121425047,9.050396491637642,66.31538379242238,8,14.014255420248304,0.0713559136759534,-2.715499535158178,0.028048425035489384,0.42837612740313935,0.3930777925830353,3.783271332527003,57.04656382676575,38.824765726741354,16,10.882003670517111,0.09189484126984127,-2.5990633670295282,0.07198593780680473,0.684407904386463,0.7833512394392657,6.291894490214813,59.26041092205158
08f_zh_153,08,f,zh,153,6,10.448171959316973,0.09571052274922291,-2.5381024383711575,0.06178409310072277,0.6956226386384643,0.6455308290668008,9.3714473161981,95.16581816413776,6,9.672821852722208,0.10338244777231904,-2.415089596581795,0.06503647647725393,0.5802459055716683,0.6290862508932357,6.4178921625348,49.80450239228056,51.926719211381204,12,10.045558086560364,0.09954648526077098,-2.4765960174764756,0.06061177688217181,0.6140978090093133,0.6088791253994935,8.213320665964993,79.49561834980028
08f_zh_154,08,f,zh,154,5,7.828639579039364,0.12773611428956702,-2.313864446102007,0.07178288604145242,0.9666117196811175,0.5619623427617867,5.7561243817468295,59.01523564588359,6,8.708763888039496,0.11482685865136234,-2.2838417356467593,0.061991424967347185,0.5429111946382341,0.5398686831237431,8.44576050079998,69.10975412371887,51.89360501315219,11,8.285367811576627,0.12069470212327356,-2.2974884222173264,0.06346677218018498,0.7220508261843216,0.5258455513263717,6.955938000893094,67.98608362807596
08f_zh_155,08,f,zh,155,6,5.606396066299458,0.17836770505942104,-1.780096567418062,0.0677994377107738,0.36301308392296366,0.3801105008789974,6.202610096258687,30.631781904538514,6,8.671172265089597,0.11532466077580195,-2.2026975629839565,0.035935354270847035,0.32575835342904036,0.3116016472895378,4.063202072805734,35.96981262149058,39.26716326038423,12,6.809846739843779,0.1468461829176115,-1.991397065201009,0.061321687917809196,0.3960325771724268,0.4175912965488106,7.2250600006527765,47.200773745818374
08f_zh_156,08,f,zh,156,7,9.65072009493859,0.10361921081147708,-2.4474703289487048,0.06425658034744619,0.6697188349416349,0.620122271191135,5.3494257798540925,52.52544621882763,7,13.619067803775954,0.07342646460154527,-2.705351113469768,0.03200280487174862,0.48395158464397287,0.4358483694593559,3.2274320040551494,47.93164460063319,41.47317602096283,14,11.296519925348555,0.08852283770651118,-2.576410721209236,0.051222840877710965,0.5770717507393681,0.5786398426080205,5.204160108380839,55.98813434735822
08f_zh_157,08,f,zh,157,5,7.8020921539155905,0.12817074962362957,-2.4129151311358696,0.11154405430942624,0.9870738460362583,0.8702769909435091,7.037407386694908,63.71819427020756,5,7.1713497941809035,0.13944376284802573,-2.1022691808882485,0.06418342084062201,0.6435593858630525,0.4602817618352209,4.10442257972424,38.12442617027724,52.10620364349451,10,7.473436255486452,0.13380725623582765,-2.2575921560120586,0.08600003379731122,0.8024397595014082,0.6427157705538858,5.702856404133572,46.72019044971225
08f_zh_158,08,f,zh,158,5,5.700670729113685,0.17541795474924327,-2.0049836357634767,0.12393026181711934,0.9071657560594968,0.7064856159922476,8.543751235349156,57.07037709848203,4,13.789501101185406,0.07251893978340054,-2.716210611296351,0.033510393731642066,0.5124902286719056,0.4620916112636348,5.2719292154436115,72.69824895566913,24.85300936002459,9,7.710988498601182,0.12968505920886872,-2.3210845137780876,0.10507915359003756,0.8065230077692024,0.8102641447755267,9.769577456846175,72.49933832178776
08f_zh_159,08,f,zh,159,7,7.403521247914817,0.13507086243341943,-2.123167259594682,0.07028567480682148,0.5420190369094003,0.520361486856334,7.218542946007727,59.31426484051384,6,6.687116410019621,0.14954128785639995,-2.080995321795707,0.09140466396099836,0.6874129864100548,0.6112336283259212,6.638462787476167,57.412036361071664,48.69085678558226,13,7.0546975942902845,0.1417495203209489,-2.1037032883028477,0.07750861275455477,0.586737925693518,0.5467998239363349,6.1211006742385585,48.625250280613514
08f_zh_160,08,f,zh,160,6,6.480636909415943,0.15430582116814248,-2.1022819815265024,0.11963260206591698,0.733541252383475,0.7752954565178516,7.018876655685579,48.54799492958309,5,12.23662148493192,0.08172190348711793,-2.5100314871579372,0.009710428754916194,0.11802999375359648,0.11882284113030821,0.6377654534406894,7.697661153930395,30.620196976855176,11,8.243130724396336,0.12131313131313132,-2.287622665904427,0.09290069924322296,0.5656477346383035,0.7657926082497146,6.9223376948981965,46.116639994804295
08f_zh_161,08,f,zh,161,6,6.573645144198203,0.1521226013975799,-2.1649112026893174,0.1100167554788744,0.8800357276932818,0.7232111104341439,7.917877147344485,72.98854932740979,5,11.937399516708576,0.08377033864036443,-2.5489663433424816,0.03504456519113134,0.414987730406663,0.4183409755758734,2.6854865024322825,33.04749583633372,31.45506815081034,11,8.26081773751341,0.12105339105339107,-2.339481721168029,0.08841539662460673,0.7045169909806932,0.7303834767058346,7.887654791309713,60.350792679249125
08f_zh_162,08,f,zh,162,7,6.94976766724925,0.14388970220004557,-2.10885958134662,0.09706010271668798,0.615426434077036,0.6745451636403292,12.362590185940443,72.22830897378104,7,10.192744591939062,0.09810900204355662,-2.3928191884837657,0.036963063157835555,0.4275447168610715,0.3767550621035303,4.688790147840089,53.709894273306226,40.54112700735684,14,8.264507061107022,0.1209993521218011,-2.250839384915193,0.07445036717281427,0.5299840918337299,0.6152955852017339,7.79382229817452,57.47809635189335
08f_zh_163,08,f,zh,163,8,9.322754028329848,0.10726444106121588,-2.3857859164365376,0.05701683616830457,0.6300793554628713,0.5315539390706845,8.924806401220547,84.84545687030493,8,10.51718269964698,0.09508249771429433,-2.4091402690479526,0.03811579452728984,0.3387135088574562,0.40087077478571176,3.982183750824005,34.841302216707284,46.98983749874354,16,9.88401412002017,0.10117346938775511,-2.397463092742245,0.047272072635231796,0.4888264552295871,0.4672378334092502,5.15811240544559,51.97533484817502
08f_zh_164,08,f,zh,164,6,7.631588323467765,0.13103432177085828,-2.2934037787925496,0.12013842378739695,0.7347623060923094,0.9168469921757205,7.235301549040199,48.82244135576913,5,13.18754786489306,0.07582910865955057,-2.6007856444137536,0.017718756570676814,0.23143502314538986,0.23366695038218888,1.961781036207362,25.692461357626417,32.53486624266598,11,9.439212328767123,0.10594104308390023,-2.43312280862037,0.09040669249214589,0.5631438083057685,0.8533679663749215,4.573765359707487,31.796095615389763
08f_zh_165,08,f,zh,165,8,7.752136446216132,0.12899669748306694,-2.540218908902857,0.13085325638948303,1.1259955950300933,1.0143922979629754,12.199919538222746,95.73091753368107,7,11.046712657765298,0.09052466837698082,-2.5443826875490823,0.059043989178104515,0.5550801370357902,0.6522419826187243,6.372836417343411,61.41684577588599,38.043652750628254,15,9.0055135797427,0.11104308390022676,-2.542162005604429,0.10222554700865241,0.8752065485348774,0.920593551783045,7.787422984327962,71.52642842195812
08f_zh_166,08,f,zh,166,8,9.105845346453439,0.10981956775594501,-2.4258270720327917,0.06842940562682977,0.8074256486921202,0.6231075847876426,6.692271442580812,56.94465586649827,8,8.380713086703578,0.11932158870664003,-2.436932911363765,0.08898672796460133,0.8831813485375056,0.7457722355958657,9.283124525048196,73.35994271172483,52.07339901250925,16,8.728244331465469,0.11457057823129252,-2.431379991698278,0.07684169994935472,0.8174803429507017,0.6706931320031257,7.328407995811631,73.0856771860013
08f_zh_167,08,f,zh,167,11,8.782981798572589,0.11385654928290072,-2.315051041716463,0.06691663081796084,0.5635476637544189,0.5877275504959517,7.755459752677317,57.59987805301019,11,9.11239386476174,0.10974064717143861,-2.4281254789510087,0.07357817454440171,0.7211734961895694,0.6704733062987747,10.15212290453318,89.60952944783325,49.079616789313675,22,8.944655978315986,0.11179859822716966,-2.3715882603337355,0.06866377920507472,0.6342259573779313,0.6141738831604404,6.945172822712922,62.29785253210194
08f_zh_168,08,f,zh,168,6,5.935188451296575,0.1684866467519737,-1.9803265012511693,0.09237909549078267,0.8089175793441419,0.5482873406981169,9.313720095610947,74.76268703962397,6,8.904763473050608,0.11229944546268993,-2.2875277241494563,0.05100390817069872,0.5150181364524397,0.45417773846126536,5.348096057231229,54.333913409192206,39.99466090964218,12,7.122859911704533,0.1403930461073318,-2.1339271127003125,0.07695777143583268,0.6661336495223247,0.548159425054413,7.400920534234551,56.62286812838023
08f_zh_169,08,f,zh,169,5,7.265505249941146,0.13763667709249822,-2.028847583851338,0.04578763687063181,0.3434074701896345,0.3326703160659742,5.098333226189665,34.8197062573721,5,13.010298190053621,0.0768621891206537,-2.596378693030867,0.020972163724103404,0.27905136580617534,0.2728541037412107,3.164286140173146,41.04572521935816,35.83337780642354,10,9.324058608368397,0.10724943310657595,-2.312613138441103,0.0464030690274175,0.42010875854787105,0.43266493521980504,6.575285802405053,58.92516133547164
08f_zh_170,08,f,zh,170,8,7.285806513963431,0.1372531645032674,-2.290795239052006,0.12894079252569568,0.801614943390117,0.9394376660993208,10.854450571046451,73.47744277011998,7,12.201058473575507,0.08196010224569894,-2.659485397855067,0.04965663944459126,0.6118062460828331,0.605863561464714,5.914000178910899,74.1831936119516,34.318652763343366,15,8.97265476642613,0.11144973544973545,-2.4628506464934343,0.10092033341721572,0.7196937842225597,0.9055233106652949,7.487019295678932,61.76185608535991
08f_zh_171,08,f,zh,171,9,7.620377554620783,0.13122709378010125,-2.3132939829414743,0.10808182627844816,0.8243185138129241,0.823624323034709,7.530133185013792,62.57288832891532,8,10.74693433201682,0.09304979160622966,-2.585357870510093,0.06478687535025907,0.6945300180387411,0.6962602949657933,7.057207063945188,67.67126448422748,38.66116270807167,17,8.829140757490107,0.11326130452180873,-2.4413240476796476,0.08979413684394313,0.7552360116902699,0.7928050733925024,7.244424326179602,66.38530955490455
08f_zh_172,08,f,zh,172,6,6.467694209261114,0.1546146072534005,-2.115888462452606,0.12054411188859135,0.7743454315990843,0.7796424544223661,8.09473518647955,62.99917481393258,5,13.804566844561446,0.07243979555895792,-2.781661453757999,0.04289109787439577,0.6396400114594694,0.5920930276437237,5.688694713065925,73.65674840268464,28.079908094983164,11,8.527881302299416,0.11726242011956298,-2.4185125494096025,0.09921161894008296,0.7644269275684826,0.8460649101299881,8.806159338207515,73.5965961133699
08f_zh_173,08,f,zh,173,5,4.228948415204096,0.23646540506494648,-1.6040105724483549,0.1260938847115517,0.6926576941374722,0.5332445339178445,8.341112203951065,47.78204361830949,4,7.66477367304787,0.13046699650328403,-2.0717075904954148,0.037906661442464004,0.3143483744653201,0.29054598065733694,4.033471445552051,31.82740585391457,30.622550972229796,9,5.281085756104051,0.18935500125976318,-1.8118759138026042,0.1077482918321531,0.5811232042467298,0.5690279692393263,15.420091939367797,80.2203238444897
08f_zh_174,08,f,zh,174,10,10.01720033557464,0.09982829198779666,-2.556316980742446,0.06313261880215823,0.8584318698500697,0.6324120902506853,7.854490494431101,75.34017295554605,10,10.12124302814207,0.09880209349973167,-2.5102200022274035,0.05578282047697005,0.7195525802013365,0.5645914828426338,8.647089393192145,91.97095225400574,49.74168139342169,20,10.068952920224667,0.09931519274376417,-2.533268491484924,0.057984717120500545,0.7712797081126156,0.5838453867788652,5.78450107777793,62.42419728825581
08f_zh_175,08,f,zh,175,8,6.5888909302542125,0.1517706106513768,-2.0190128644918715,0.07927400758232972,0.5690462803002061,0.522327789564116,9.115740019940928,62.17518544439352,8,10.135214167364584,0.09866589728513114,-2.4867240671977635,0.05590894287738465,0.6562711310615577,0.5666491099332461,4.347914119371732,50.73336144873275,39.39756950697678,16,7.98605609253684,0.12521825396825398,-2.2528684658448177,0.07171782183421078,0.6406534863020508,0.5727425480025706,6.657518576836874,56.236892734319014
08f_zh_176,08,f,zh,176,9,9.86579002364734,0.10136035711312497,-2.618397008089312,0.08327740738989571,0.9231165511689204,0.8215974150224484,8.534400877141932,87.2908220834137,9,8.60729009383975,0.11618058518972209,-2.3133353074869976,0.06675424720094372,0.620162851522277,0.5745731706544127,7.4730153038924465,67.77147414614005,53.40630777813891,18,9.193671677746636,0.10877047115142352,-2.4658661577881547,0.07361202947915094,0.7788661034548753,0.6767648305639204,5.735516391039587,61.256534318356124
08f_zh_177,08,f,zh,177,6,8.084653476383096,0.1236911393816942,-2.257809840012861,0.07784579784818935,0.6363326522202336,0.6293563001951797,5.826733608478048,56.29374212599861,5,11.815881545190688,0.08463185723176288,-2.5101595829227605,0.026622575227328735,0.32272010810026336,0.31456919531404437,2.88691748456103,32.811657204629,36.313143645852726,11,9.439579684763572,0.10593692022263451,-2.37251426860827,0.061070196980980436,0.5113573205203223,0.5764769907661725,5.528150073258227,48.906489275705376
08f_zh_178,08,f,zh,178,9,8.603387307207425,0.11623328862136163,-2.3190956555168403,0.05409142292297419,0.7253475667156728,0.46536946140430496,4.646688253919624,47.8791584029841,9,12.06309362826231,0.08289747479511606,-2.5797781210792277,0.034918414462344546,0.4659079737752345,0.421224103009731,5.362262998424338,66.01166398962512,41.6296675475189,18,10.043651546783071,0.09956538170823885,-2.4494368882980337,0.04737967161181016,0.6064066644575049,0.4758649120700311,5.393144282353988,56.51434313286687
08f_zh_179,08,f,zh,179,5,5.202579105938684,0.19221235845477325,-1.9684119024441409,0.1289962481113827,1.07641357587938,0.671113185168762,8.916132028872175,60.075006383135566,5,10.162613354004012,0.09839988644318595,-2.3580681688802088,0.029927165653898198,0.3189812724516995,0.3041382133217961,4.676301666691853,48.44808114022062,33.85951148677045,10,6.882022471910112,0.1453061224489796,-2.1632400356621746,0.10118444041884282,0.7761186170068491,0.6963535927701261,10.831297428913519,82.51880026695795
08f_zh_180,08,f,zh,180,7,7.313477980315567,0.13673384984429135,-2.3646417617172637,0.11814857785002336,1.0122610208172091,0.8640770225117455,9.829113069468086,85.28850297365085,6,9.737155477819751,0.10269939740388229,-2.351122552143616,0.04506634786902066,0.4186847921902094,0.43881803601816505,5.864455241242887,53.06192163618553,39.165024433683925,13,8.26271186440678,0.12102564102564102,-2.358402126529427,0.0902088961064321,0.7651312254662879,0.7453701161336551,7.085531821700784,64.32384058059392
08f_zh_181,08,f,zh,181,7,8.238052116577302,0.12138791863039029,-2.1870346887289007,0.051276529390823916,0.4333681588323104,0.42241872147881515,7.163173336671185,56.16738776645626,8,13.701742684279264,0.07298341700339717,-2.680277355432887,0.024738097135472693,0.4051600291793832,0.3389550414489528,2.7170627522931845,41.05454467913906,40.727842835131554,15,10.463295423988866,0.09557218442932729,-2.45009744430436,0.045361006842219484,0.4769101994494276,0.4746256153197227,6.060429199550878,59.523002851918804
08f_zh_182,08,f,zh,182,5,7.60327818495458,0.13152221655901095,-2.1275826903194734,0.059693551068174915,0.5182788255709231,0.4538666746191265,10.199292776364253,85.27043248696033,5,4.289937414441851,0.2331036337811251,-1.6843972737686677,0.18106437048832077,0.7666185531377806,0.7767548173802082,24.705238944762055,92.6519473232564,63.929541354151844,10,5.485074626865671,0.18231292517006803,-1.9059899820440704,0.13791602356747373,0.6596548821424421,0.7564796815081581,14.197691604425602,65.3292743788316
08f_zh_183,08,f,zh,183,7,8.555606310481595,0.1168824234905346,-2.4498478621746655,0.08136042132123011,0.9531653825967858,0.6960877340793576,9.296972331517967,97.37940193491164,6,7.85690203106567,0.1272766283766892,-2.2742897359563337,0.07985859259939343,0.7984626244500131,0.6274411383922202,9.120264804866963,87.63408102016011,48.276775567986874,13,8.218294413624049,0.12167974882260596,-2.3688210346892817,0.07743445275523762,0.8533479516366956,0.6363791305004047,5.468966904689884,58.21546749175425
08f_zh_184,08,f,zh,184,7,7.79077306362324,0.12835696686753856,-2.2192068817987516,0.07761410736402194,0.632972314126185,0.6046738970087843,5.531053897355545,45.3783233757421,7,12.02655222996517,0.08314934994490072,-2.5384613713688853,0.029349476556311142,0.34280711612905806,0.3529730127266142,1.5295721951259875,18.255169066468248,39.312939300359695,14,9.455982356184524,0.10575315840621964,-2.3788341265838184,0.06105804225592622,0.5163299495031679,0.5773637702752075,6.020835541269428,48.05050417475112
08f_zh_185,08,f,zh,185,4,5.533447612622744,0.18071915919450077,-2.142137064757487,0.14497647069086725,1.2497118337742696,0.8022197056308507,10.130723525921598,79.75883009017029,3,4.986029259436848,0.20056039545041618,-1.6642765728300557,0.08043594420041396,0.42346248427528366,0.40105597129369364,11.868013085049602,63.79951357165455,45.42506003473552,7,5.284782497046891,0.18922254616132167,-1.9373397110743018,0.11304076273620685,0.9517911369543804,0.5973958443611362,8.447537987234837,57.73732434559403
08f_zh_186,08,f,zh,186,5,7.489039026718669,0.13352848028062034,-2.062166870001483,0.049302841928905564,0.33969587890235076,0.36923090733371533,6.03622928167886,45.64596737215748,5,7.42374998262936,0.13470281223638647,-2.0159872472667444,0.023182477021642715,0.16610660376565212,0.17210091338672565,3.3288420094013844,23.76427450413299,50.218902862665004,10,7.456251585087497,0.13411564625850342,-2.0390770586341143,0.036326050480120484,0.2532609918029209,0.27085617147236674,4.212778916287837,30.465374402576057
08f_zh_187,08,f,zh,187,6,5.2627222258032775,0.19001572895049856,-1.9316554099032446,0.15776232157940395,0.8106898983058356,0.8302592761702532,12.170196863225321,67.62418624206731,5,9.49414583057884,0.1053280640349119,-2.288063749310898,0.031001683600333358,0.31146886600936724,0.2943345050950294,3.3282796484918444,31.80959372765335,31.597129531717176,11,6.599730623239868,0.15152133580705007,-2.0936592005430867,0.1215932439327138,0.6340803565831713,0.8024826555618066,10.149964438962348,60.36580348690036
08f_zh_188,08,f,zh,188,5,4.231030341272698,0.23634904960270248,-1.996033532149698,0.24148373175124152,1.2316094596903602,1.02172499596326,16.383561551180744,68.93684193826061,4,11.483601529641732,0.087080694799343,-2.4767705702824756,0.029192175222800272,0.2960460629300191,0.33523130804211865,2.1569394759257565,22.10573210573212,22.765182528016037,9,5.882091410279211,0.17000755857898717,-2.209694437986488,0.18885429111695393,0.9249291063446398,1.110858203573404,19.033843566812912,90.76297744437686
08f_zh_189,08,f,zh,189,6,5.703857008535153,0.17531996305370512,-1.9950660788601977,0.13562790532314062,0.8186584866600384,0.7736021783303377,9.13513689684383,55.88350847462843,5,10.869384234594477,0.09200153186389852,-2.446942121858764,0.037856510952878654,0.38283450025896626,0.4114769633279724,4.532317630740467,41.726243570803604,30.42524712938632,11,7.275481432599436,0.13744794887652032,-2.2004642802231826,0.1079998731671767,0.670383827824196,0.7857510719508881,8.819228081869369,59.73029517871067
08f_zh_190,08,f,zh,190,8,10.677957261868189,0.09365087118030312,-2.539138783828904,0.06408397388962526,0.6117362508811081,0.6842859343640956,7.1536049095921275,63.84967833599268,8,10.605431674506264,0.09429130569044518,-2.5053595597405502,0.05054963631118332,0.5958851735600756,0.5361007140693955,7.301837629869463,74.3320661188622,50.17038073113905,16,10.641570898561216,0.09397108843537415,-2.522249171784727,0.0557588801359333,0.5836475425514751,0.593362076190911,6.50250535709577,62.278304224950965
08f_zh_191,08,f,zh,191,7,13.064462664902706,0.07654352311683439,-2.6351188587297654,0.03050265728591316,0.39005666736689,0.39850082729213493,3.020508445203408,41.80142029316471,7,10.425526839857982,0.09591841403898031,-2.503896894375111,0.06321408662892154,0.5905529685220114,0.6590401568069292,6.273137030747076,54.93317559454846,55.617149859751734,14,11.596761772384905,0.08623096857790735,-2.569507876552439,0.0487319587862182,0.48561216624577874,0.565132916745452,4.150889223351782,43.95745112565412
09f_zh_001,09,f,zh,001,8,6.540904831740654,0.15288404673728936,-2.0769562941808855,0.07866540190407621,0.8162522878985232,0.5145429074051926,4.662072424453926,38.02166167616722,8,10.475523343885335,0.09546062446452469,-2.5108708047067383,0.05743370422118458,0.6141830369127919,0.6016481092948248,7.400947200710251,77.60340284063345,38.43876496425803,16,8.053323593864135,0.12417233560090703,-2.2939135494438117,0.0728459235021148,0.7329187045458054,0.586651794456403,8.770871703021612,71.3854655268766
09f_zh_002,09,f,zh,002,5,8.80409452183733,0.11358351475210078,-2.4832294553162777,0.08547390126506164,0.9932245762800396,0.7525203058877941,5.788310966089371,60.8099687787524,4,7.748112551524658,0.12906369046010077,-2.230192764784431,0.09041093406804077,0.6943296395800816,0.7005140930476549,6.535750520269076,48.356620730471285,47.617407757805104,9,8.30126328118464,0.12046359284454522,-2.3707687039687904,0.08236965936847125,0.8317560236168525,0.6837722287991768,3.643301129925321,38.009295394036066
09f_zh_003,09,f,zh,003,8,6.652689059491821,0.15031515693240396,-1.9994385912372707,0.06776103461710033,0.5130371220112162,0.4507930936570299,7.67451509111821,55.69819103261972,8,10.887943709772621,0.09184470701317426,-2.5943307728364964,0.05589644703178006,0.7304520175148925,0.6085973688583082,8.02061223349727,94.31125289866459,37.927303689687804,16,8.259006952735445,0.12107993197278911,-2.2968846820368833,0.06717488036318528,0.6827863257800576,0.5547978039687189,8.43589598834677,74.42176576594738
09f_zh_004,09,f,zh,004,6,7.509838381995775,0.13315865790100337,-2.1197126794326047,0.060012882178226215,0.5291732924795769,0.45068704599623344,8.79846469909061,63.95643422151901,6,7.971507645831087,0.1254467842758674,-2.0917071619555005,0.0235604721108836,0.19869499022888037,0.18781248357129873,2.4996053381731183,20.960403381562497,48.50894985808893,12,7.733789293699855,0.12930272108843538,-2.105709920694052,0.043653208099912744,0.3813699337563,0.337604713438757,5.644820108017406,45.54576084541319
09f_zh_005,09,f,zh,005,5,4.430688544246369,0.2256985545279607,-1.6665620386050375,0.16913246210670582,0.6318548298248003,0.7493732623163647,19.41405372025821,65.23810636791632,4,8.536391732784441,0.11714551432304234,-2.1892990465350595,0.0430790526994307,0.33583288511083187,0.3677396693196055,4.096892304193828,33.86243386243382,29.340018921475867,9,5.635302636623078,0.1774527588813303,-1.8988895976850475,0.13517429131970732,0.5637535309782054,0.7617480402776027,13.701496856718096,57.45458144096668
09f_zh_006,09,f,zh,006,5,6.58815002407087,0.1517876788394828,-1.927331046933498,0.0486461133681347,0.32627504611925845,0.3204878929572309,4.740100899950015,32.23736756227427,4,6.411557245497831,0.15596834929645148,-1.8967526591214101,0.04970558819955944,0.3215788498301688,0.31869022416261683,7.670938003777146,49.53229921563433,45.116291390728485,9,6.508477911514873,0.15364575459813554,-1.9137406523503477,0.04598444559066852,0.3037553198371993,0.2992887484001236,4.2323590982908454,29.00829425300821
