CMDLINE python3 efficient_conv.py -j review_large.json -x output_cli_large.xml
MEM 0.367188 1715953417.2715
MEM 12.046875 1715953417.3724
MEM 16.683594 1715953417.4734
MEM 16.785156 1715953417.5775
MEM 16.792969 1715953417.6777
MEM 16.804688 1715953417.7798
MEM 16.816406 1715953417.8802
MEM 16.828125 1715953417.9806
MEM 16.832031 1715953418.0816
MEM 16.835938 1715953418.1851
MEM 16.835938 1715953418.2858
MEM 16.839844 1715953418.3898
MEM 16.843750 1715953418.4946
MEM 16.847656 1715953418.5979
MEM 16.847656 1715953418.6982
MEM 16.847656 1715953418.8026
MEM 16.847656 1715953418.9060
MEM 16.847656 1715953419.0073
MEM 16.847656 1715953419.1089
MEM 16.847656 1715953419.2113
MEM 16.847656 1715953419.3116
MEM 16.847656 1715953419.4126
MEM 16.863281 1715953419.5178
MEM 16.863281 1715953419.6190
MEM 16.867188 1715953419.7192
MEM 16.867188 1715953419.8228
MEM 16.871094 1715953419.9233
MEM 16.871094 1715953420.0251
MEM 16.871094 1715953420.1257
MEM 16.871094 1715953420.2261
MEM 16.871094 1715953420.3264
MEM 16.871094 1715953420.4346
MEM 16.871094 1715953420.5354
MEM 16.871094 1715953420.6364
MEM 16.871094 1715953420.7385
MEM 16.871094 1715953420.8389
MEM 16.875000 1715953420.9400
MEM 16.875000 1715953421.0413
MEM 16.875000 1715953421.1424
MEM 16.875000 1715953421.2431
MEM 16.875000 1715953421.3433
MEM 16.875000 1715953421.4455
MEM 16.875000 1715953421.5457
MEM 16.875000 1715953421.6506
MEM 16.875000 1715953421.7557
MEM 16.875000 1715953421.8571
MEM 16.878906 1715953421.9620
MEM 16.878906 1715953422.0623
MEM 16.878906 1715953422.1638
MEM 16.878906 1715953422.2640
MEM 16.878906 1715953422.3693
MEM 16.882812 1715953422.4712
MEM 16.882812 1715953422.5717
MEM 16.882812 1715953422.6725
MEM 16.882812 1715953422.7765
MEM 16.882812 1715953422.8817
MEM 16.882812 1715953422.9827
MEM 16.882812 1715953423.0834
MEM 16.882812 1715953423.1886
MEM 16.882812 1715953423.2922
MEM 16.882812 1715953423.3926
MEM 16.882812 1715953423.4978
MEM 16.882812 1715953423.5986
MEM 16.882812 1715953423.7035
MEM 16.882812 1715953423.8087
MEM 16.882812 1715953423.9117
MEM 16.882812 1715953424.0119
MEM 16.882812 1715953424.1126
MEM 16.882812 1715953424.2167
MEM 16.882812 1715953424.3204
MEM 16.886719 1715953424.4207
MEM 16.886719 1715953424.5258
MEM 16.886719 1715953424.6274
MEM 16.886719 1715953424.7315
MEM 16.886719 1715953424.8356
MEM 16.886719 1715953424.9372
MEM 16.886719 1715953425.0381
MEM 16.886719 1715953425.1429
MEM 16.886719 1715953425.2443
MEM 16.886719 1715953425.3449
MEM 16.886719 1715953425.4530
MEM 16.886719 1715953425.5582
MEM 16.886719 1715953425.6590
MEM 16.886719 1715953425.7602
MEM 16.886719 1715953425.8638
MEM 16.886719 1715953425.9682
MEM 16.886719 1715953426.0714
MEM 16.886719 1715953426.1766
MEM 16.886719 1715953426.2768
MEM 16.886719 1715953426.3808
MEM 16.886719 1715953426.4819
MEM 16.886719 1715953426.5846
MEM 16.890625 1715953426.6855
MEM 16.890625 1715953426.7890
MEM 16.890625 1715953426.8928
MEM 16.890625 1715953426.9966
MEM 16.890625 1715953427.0973
MEM 16.890625 1715953427.2016
MEM 16.890625 1715953427.3037
MEM 16.902344 1715953427.4072
MEM 16.902344 1715953427.5077
MEM 16.902344 1715953427.6129
MEM 16.902344 1715953427.7177
MEM 16.902344 1715953427.8189
MEM 16.902344 1715953427.9198
MEM 16.902344 1715953428.0205
MEM 16.902344 1715953428.1208
MEM 16.902344 1715953428.2218
MEM 16.902344 1715953428.3219
MEM 16.902344 1715953428.4225
MEM 16.902344 1715953428.5235
MEM 16.902344 1715953428.6287
MEM 16.902344 1715953428.7298
MEM 16.902344 1715953428.8301
MEM 16.902344 1715953428.9320
MEM 16.902344 1715953429.0328
MEM 16.902344 1715953429.1365
MEM 16.902344 1715953429.2417
MEM 16.902344 1715953429.3420
MEM 16.902344 1715953429.4469
MEM 16.902344 1715953429.5493
MEM 16.902344 1715953429.6498
MEM 16.902344 1715953429.7528
MEM 16.902344 1715953429.8535
MEM 16.902344 1715953429.9587
MEM 16.906250 1715953430.0620
MEM 16.906250 1715953430.1625
MEM 16.906250 1715953430.2631
MEM 16.906250 1715953430.3642
MEM 16.906250 1715953430.4650
MEM 16.906250 1715953430.5697
MEM 16.906250 1715953430.6722
MEM 16.906250 1715953430.7726
MEM 16.906250 1715953430.8734
MEM 16.906250 1715953430.9738
MEM 16.906250 1715953431.0757
MEM 16.906250 1715953431.1766
MEM 16.906250 1715953431.2774
MEM 16.906250 1715953431.3779
MEM 16.906250 1715953431.4801
MEM 16.906250 1715953431.5825
MEM 16.906250 1715953431.6832
MEM 16.906250 1715953431.7846
MEM 16.906250 1715953431.8853
MEM 16.906250 1715953431.9868
MEM 16.906250 1715953432.0911
MEM 16.906250 1715953432.1963
MEM 16.906250 1715953432.2969
MEM 16.906250 1715953432.4021
MEM 16.910156 1715953432.5064
MEM 16.910156 1715953432.6089
MEM 16.910156 1715953432.7098
MEM 16.910156 1715953432.8101
MEM 16.910156 1715953432.9156
MEM 16.910156 1715953433.0168
MEM 16.914062 1715953433.1171
MEM 16.914062 1715953433.2190
MEM 16.914062 1715953433.3194
MEM 16.914062 1715953433.4224
MEM 16.914062 1715953433.5235
MEM 16.914062 1715953433.6269
MEM 16.914062 1715953433.7272
MEM 16.914062 1715953433.8275
MEM 16.914062 1715953433.9290
MEM 16.914062 1715953434.0308
MEM 16.914062 1715953434.1329
MEM 16.914062 1715953434.2335
MEM 16.914062 1715953434.3341
MEM 16.914062 1715953434.4347
MEM 16.914062 1715953434.5406
MEM 16.914062 1715953434.6410
MEM 16.914062 1715953434.7435
MEM 16.914062 1715953434.8441
MEM 16.914062 1715953434.9495
MEM 16.914062 1715953435.0513
MEM 16.914062 1715953435.1517
MEM 16.914062 1715953435.2520
MEM 16.914062 1715953435.3525
MEM 16.914062 1715953435.4548
MEM 16.914062 1715953435.5583
MEM 16.914062 1715953435.6592
MEM 16.914062 1715953435.7597
MEM 16.914062 1715953435.8626
MEM 16.914062 1715953435.9782
MEM 16.914062 1715953436.0919
MEM 16.914062 1715953436.1935
MEM 16.914062 1715953436.2938
MEM 16.914062 1715953436.3978
MEM 16.914062 1715953436.4988
MEM 16.914062 1715953436.5992
MEM 13.000000 1715953436.6995
MEM 13.000000 1715953436.8013
MEM 13.000000 1715953436.9018
MEM 13.000000 1715953437.0026
MEM 13.000000 1715953437.1031
MEM 13.000000 1715953437.2042
MEM 13.000000 1715953437.3065
MEM 13.000000 1715953437.4067
MEM 13.000000 1715953437.5075
MEM 13.000000 1715953437.6077
MEM 13.000000 1715953437.7079
MEM 13.000000 1715953437.8130
MEM 13.000000 1715953437.9141
MEM 13.000000 1715953438.0145
MEM 13.000000 1715953438.1170
MEM 13.000000 1715953438.2185
MEM 13.000000 1715953438.3194
MEM 13.000000 1715953438.4272
MEM 13.000000 1715953438.5281
MEM 13.000000 1715953438.6301
MEM 13.000000 1715953438.7313
MEM 13.000000 1715953438.8624
MEM 13.000000 1715953438.9638
MEM 13.000000 1715953439.0670
MEM 13.000000 1715953439.1693
MEM 13.000000 1715953439.2701
MEM 13.000000 1715953439.3715
MEM 13.000000 1715953439.4722
MEM 13.000000 1715953439.5759
MEM 13.000000 1715953439.6763
MEM 13.000000 1715953439.7769
MEM 13.000000 1715953439.8808
MEM 13.007812 1715953439.9830
MEM 13.007812 1715953440.0839
MEM 13.007812 1715953440.1867
