agegroup,subjectID,sex,s,stdevM,varcoM,rPVIm,nPVIm,stdevP,varcoP,rPVIp,nPVIp
o_,5,m_re,d_0,2.86522632006645,4.592652506609305,4.289674808666296,6.831831357975268,3.184368223444057,4.646848831095673,2.1281715583400143,3.1192009028211203
o_,5,m_re,d_0,6.736572808223332,11.148448324403175,3.675069082024261,6.3556353912752765,6.107116473604531,8.886516897578131,3.381339785458279,5.0469956181589755
o_,5,m_re,d_0,6.670875298314752,10.5442513596211,9.160580380796198,14.511922604986292,3.881806965015438,5.445231719167397,3.0722389739274845,4.273081059996732
o_,5,m_re,d_0,7.701940765121444,12.09999650162989,8.047978336921464,12.557950830932032,4.682508474545672,6.543071034787363,2.8872797362971556,4.100709282216674
o_,5,m_re,d_0,3.7777427779597437,5.665531344417438,3.0311186907464105,4.587176989157455,2.4262964968011658,3.3775405327788945,1.9368601511409234,2.671157465226264
o_,5,m_re,d_0,5.914859229404404,9.283175738385083,6.958322955102909,10.856944142421115,4.104967684249866,5.812072483993661,1.9205953841475685,2.806325666039414
o_,5,m_re,d_0,6.258628350377725,11.262575650740816,8.10182037721765,14.528533230532492,3.4887067092706414,5.139876039436883,3.3224161897958555,4.854887385396132
o_,5,m_re,d_0,6.030096503100877,9.645563228258336,7.164356103007125,11.405776518905274,2.917244826086735,4.2228204251775985,1.8450536889350118,2.6894498076659796
o_,5,m_re,d_0,6.544400149267541,11.07787766948279,7.944076989635709,13.460687953385584,3.8175150093589907,5.562792691681689,2.7991151101098004,4.120987153474691
o_,5,m_re,d_0,8.631417770291849,13.686509699654412,8.555351372274535,13.67665211381672,5.796564188318489,8.271266579895702,5.715349534462013,8.562248836569122
o_,5,m_re,d_0,6.24691599774393,10.188814661016547,6.371298795754583,10.24550937897832,4.635319354048222,6.654995800167229,2.2555623965628797,3.301079290527468
o_,5,m_re,d_0,10.354987983091668,16.759779192445873,11.341619830921033,18.781593493849776,4.1578518045707495,5.851505021740096,2.824571360796459,4.029769669338684
o_,5,m_re,d_0,6.225405421590785,9.999233464118454,7.47201272034307,12.079609107882664,3.7612746450376133,5.384199008169178,2.9283702915906904,4.20702312951709
o_,5,m_re,d_0,5.585672600485064,9.21167308834759,3.982740816128371,6.519993505291861,4.1783297492141145,6.180934951004443,2.3768044298032605,3.5650459803545225
o_,5,m_re,d_0,3.9106204189778904,6.6342868641179615,4.7066031705842715,8.188121294798485,3.4273553378300097,4.987928562468495,2.866533555824055,4.161784914056365
o_,5,m_re,d_1,3.12160519071757,5.054931844167596,4.42321563991747,7.036492617959531,3.5218568558505066,5.1970844412945265,2.137527600190045,3.1605477535484887
o_,5,m_re,d_1,6.093189145656095,10.232246449788368,5.793098237690853,10.085189850629192,3.8219046053168397,5.5743731216107495,2.8325557266352623,4.218639327352128
o_,5,m_re,d_1,6.01343776292465,9.984527976346481,4.895950649117844,8.05525309297784,3.169288498896334,4.513300045244724,2.85620986666527,4.065716403713655
o_,5,m_re,d_1,5.873381199301032,9.526894146653808,4.922287039937556,7.75972088002794,3.9718781920328983,5.6370237753496655,3.222316962301285,4.551992722124419
o_,5,m_re,d_1,8.016202823732698,13.887784568496295,10.272827722851744,17.5390138143986,3.701555335656842,5.2532448973916965,2.3193989999248714,3.287083993198665
o_,5,m_re,d_1,6.829887901997261,11.567036006288793,7.546066674534259,12.858511619815273,4.011269714471596,5.823829197125318,3.191121919035245,4.705483071530599
o_,5,m_re,d_1,3.8926775251784362,6.333477923859838,4.268128853151124,6.912068402863126,4.2112564625136395,5.988984131980877,2.446529148496212,3.5168879123103025
o_,5,m_re,d_1,6.974493876875127,11.359301442661334,5.220620900695182,8.511909205542336,5.9726591996468255,8.850696693055324,2.598471440976069,3.901266726587002
o_,5,m_re,d_1,6.135975409055869,10.454443087849334,6.431099117406713,11.007498846572268,4.498894525635751,6.566276110409521,3.979866363150343,5.649925800275418
o_,5,m_re,d_1,7.163743304885476,11.98426533968611,8.571010504763414,14.7852744124361,2.6515558726280153,3.767489933449893,2.8275293149786216,4.027943566617901
o_,5,m_re,d_1,6.512688099621915,10.260854598677998,5.856020725785009,9.127073385698532,3.248275589499595,4.660660199842857,3.5672089841371895,5.100464176595865
o_,5,m_re,d_1,5.883281116542583,9.764899526439573,5.002278597137896,8.096186777969033,4.044289430076307,5.799093143340413,2.8479937119001093,4.1157810376567605
o_,5,m_re,d_1,5.971912587030953,9.637325215025673,6.426537483815644,10.392426300382247,3.4966086906661267,5.088098945034955,1.585092025752079,2.2914234838219367
o_,5,m_re,d_1,6.739781312093653,11.026495235812067,5.856689799073057,9.90727461644509,5.299615581391798,7.69812712332821,3.261566488438534,4.869800374125654
o_,5,m_re,d_1,7.423019831664557,12.74187507644702,8.73309715524741,15.472555958818656,5.0976948799068245,7.545834523007217,2.71362938208217,4.071689633308229
o_,5,m_re,d_1,6.075498365771926,9.949387630028987,7.643770185426882,12.431453743370552,2.7836944320263686,3.9622351313717323,2.220331744420281,3.1293185553197382
o_,5,m_re,d_1,6.15981532372001,9.901858413129668,7.497318047503728,12.15541628059647,4.049797649866753,5.801726473028867,1.7691385789829097,2.5600474666838355
o_,5,m_re,d_1,5.326805265372768,9.054674669750517,3.794980822071729,6.245172076503845,4.1884212164703,5.980583036585448,3.255544372859393,4.638475015933782
o_,5,m_re,d_1,4.757345433535551,7.727238202700314,7.139753109429486,11.79653767390749,3.290099204787009,4.853124906351284,1.6430701116136692,2.4122771785006822
o_,5,m_re,d_1,6.79912844767445,10.790828529789783,7.360000643577048,11.251018190521819,5.269732588489494,7.76821030361168,3.812075356237415,5.5803719871532405
o_,5,m_re,d_1,3.868875453206822,6.2066195519492275,4.9364800099037955,7.902566051346994,4.827147134499184,7.209908369995061,2.3397153094480743,3.601366532384938
o_,5,m_re,d_1,6.729138563570876,11.528347913648592,5.349875942966465,8.913466095912542,4.494258102807951,6.6186573149219345,3.3948708948698147,5.097227801504141
o_,5,m_re,d_1,5.449081793143419,8.68967272880375,7.931485860043147,12.68007854537162,4.766171980138353,6.992277803324698,2.9930402822242925,4.390439056812769
o_,5,m_re,d_1,4.291493651866755,7.522511153689683,4.988982246017152,8.661490241509345,5.744043712081951,8.51009627500219,2.6634318192628132,3.9952545312389156
o_,5,m_re,d_1,4.006836846249342,7.0440476994761125,3.325925168803529,5.796534881969151,3.616210259309228,5.328485485488197,3.316277317618251,4.896128861596109
o_,5,m_re,d_1,6.273108454200153,10.578670620151435,5.524739852216828,9.364823659615976,3.3015146354440184,4.838439988358342,2.647728492719998,3.893791399701324
o_,5,m_re,d_1,5.8021519343561625,9.248724538117417,6.110877453200457,9.776576967622441,3.8378056808832746,5.573675234470905,3.0526498785027414,4.430003634817297
o_,5,m_re,d_2,6.565909045859348,10.557754533022619,9.285217112336179,14.986366158227417,3.833736633344916,5.710696647408845,2.153291172834116,3.1942104744807494
o_,5,m_re,d_2,6.256700477545701,10.278196783628493,7.341489950447263,12.017364491755192,3.960853841750597,5.8189553122466835,2.043468091277968,3.0026179021035264
o_,5,m_re,d_2,5.398729158960257,9.124473181835981,5.399063701155878,8.99385823614383,4.978517950181477,7.607218754986029,2.479012639885927,3.8837070656958472
o_,5,m_re,d_2,6.545234539239468,11.626733458309056,8.253616697198819,15.392912657545011,3.4076567939706095,5.032734877911974,2.70722491939364,4.029550611910547
o_,6,w_re,d_0,2.264587435077066,4.450387152553492,3.2026102638654734,6.293797868951708,2.9177384984841215,4.767653604188256,5.036962291989152,8.119900578119935
o_,6,w_re,d_0,4.841128433019986,9.137867757256647,5.576980790723219,10.530829059894005,1.008321879025517,1.7205405324766727,0.9923428042267837,1.6966644470436376
o_,6,w_re,d_0,4.763065093628843,9.11835573292137,6.658963955588473,12.472686482210477,2.762632496147402,4.542332389063591,3.737381790373462,6.143156928214823
o_,6,w_re,d_0,2.1514969568608553,4.297417039928871,2.2783843047504133,4.545535801617564,2.499104644064155,4.167291759506992,2.911979766400947,4.845046987739853
o_,6,w_re,d_0,4.012582428413567,8.60112128899515,5.131668267252076,10.888007321914289,1.1787617144705715,1.9329797552122263,1.3406930232950955,2.203410106101969
o_,6,w_re,d_0,4.549045175276721,8.265661924517437,5.887276137338602,10.643765727847773,2.643530988978273,4.291204266374665,2.6586454564798143,4.307739314432999
o_,6,w_re,d_0,5.150761254013949,9.706184019951746,7.3400021636526205,13.301307579903524,3.586870261642007,5.632327499084787,4.760604854233666,7.424539535525559
o_,6,w_re,d_0,4.314350162249158,7.915978478926577,4.050844114579853,7.483628027927047,5.10757943412938,8.316822504738742,6.7312453345417955,11.070215356396616
o_,6,w_re,d_0,2.9193413835957154,5.364570786758112,3.4805593374109085,6.409432590282658,2.2252755638437143,3.613969400034244,2.4854983297107798,4.018825821138813
o_,6,w_re,d_0,3.764621480677252,6.999121601126082,3.7198108273299564,6.7718514098405995,2.0986762249882616,3.4237057034342007,1.254481672264849,2.049970374094943
o_,6,w_re,d_0,4.247401904097335,7.771968730501799,5.392457394441917,9.837059907669731,3.933433217332799,6.423343805188904,2.7050528495967345,4.489370127123694
o_,6,w_re,d_0,4.347025961703041,8.33068425951522,5.207895663070469,10.277669554194434,3.6392341349671606,5.7335520129190245,5.013669112437774,7.93772159972786
o_,6,w_re,d_0,2.215290247926898,4.363403329333221,3.6075038474022287,7.1257906509138325,3.7612531580436204,6.289656082067111,4.447134435851654,7.618658254515291
o_,6,w_re,d_0,4.8222107900896924,8.69680723951654,6.278292857826272,11.455840716721633,2.5668772693946225,4.064419487280235,3.247231700417644,5.08828908450569
o_,6,w_re,d_0,5.815059971389108,10.72935172561255,5.362378780438829,9.972500879723983,2.6429571937419323,4.165309190211352,2.281550617929682,3.6129282006480996
o_,6,w_re,d_0,2.749809757518341,5.23535098682337,4.123315631872771,7.819649587292439,2.959218118554068,4.747210844539464,3.5196491213454,5.569381568969322
o_,6,w_re,d_0,7.340142290569181,13.338634066556484,9.450805745726203,17.731922756654495,3.370256264171711,5.417033221669577,3.9039000257966547,6.3143134043538875
o_,6,w_re,d_0,6.612806679718993,12.234545082703137,6.857826716765252,12.551464705977589,5.349515319496141,8.483619908361298,6.039543124437844,9.56658780637372
o_,6,w_re,d_0,5.199750861211722,8.993796045109459,6.779284404485071,12.151367669221138,5.215515841837742,8.419351732371418,6.467566002131372,10.553104154496632
o_,6,w_re,d_0,5.684227306882598,9.836209831890582,8.371791353579397,14.345131219123614,3.839738620622774,6.058910722893113,3.7576198808895214,5.911847661150506
o_,6,w_re,d_0,3.9211265446891685,7.521539834302675,4.843127748556361,9.142591873236425,3.6637426215487485,5.809515629980091,3.8592866980634777,6.158631863032112
o_,6,w_re,d_0,4.245479092099304,7.408414677905693,5.570731602256137,9.637816031753339,2.47058060573045,3.897322361846266,3.3686601091796264,5.271055199191991
o_,6,w_re,d_0,5.440708336484814,10.442430207672908,6.4304386125834005,12.546243432234682,1.9567722751645682,3.1683728215816545,2.449322324226743,3.9923897243294553
o_,6,w_re,d_0,4.16108644822789,7.82584521457885,5.643260134193099,10.46151987840354,2.608073372665124,4.2506049334760245,3.197587859666245,5.214900005232524
o_,6,w_re,d_0,4.160031938579133,7.4387652513335105,5.012000559411506,8.868767333498853,1.857091359484002,2.871889986259365,1.5895196051219262,2.454363766983271
o_,6,w_re,d_0,6.065090668307971,11.373300423948637,7.087736128755317,13.170660388316927,3.3613267182364157,5.551498565341349,3.8708832946941083,6.312803698230416
o_,6,w_re,d_0,5.854902633183598,10.919245145267686,6.3143689637902405,11.97303970905755,3.021471310146369,4.921319184321493,3.6086324477182408,5.876318558983985
o_,6,w_re,d_0,5.579104908602786,10.008541340143148,5.402922702596837,9.625662686125308,3.381335750161652,5.444996836375161,2.4551438898115543,3.906128494030969
o_,6,w_re,d_0,2.7553462739399026,5.284323745031956,3.4548511527781978,6.669720702953225,2.298584631641309,3.796901606330039,2.526035455109097,4.19428745846025
o_,6,w_re,d_1,3.867383015218411,7.1148576399725245,5.016658015084911,9.107634079201574,2.589795997485546,4.208463729504598,3.293501687599328,5.3420384048212215
o_,6,w_re,d_1,4.252360182913573,7.945184802454495,4.178904135434244,8.080594234194105,2.8612934267739947,4.6451690989726,3.4591181829796396,5.636587199443289
o_,6,w_re,d_1,5.732853699223522,10.63008896630477,5.780909563836431,10.864100272333507,3.525659886844554,5.672020854681557,4.5090680313236,7.336406673069728
o_,6,w_re,d_1,3.7768626006358565,7.056466257088222,5.274577035549071,9.750815370588372,3.375578658977947,5.408742393377179,3.984080583951358,6.358295058914836
o_,6,w_re,d_1,6.0426411797421435,11.386126857612297,7.898920115862081,14.665923813428765,2.567204327091503,4.083720659252638,2.236717497921492,3.5884354229766706
o_,6,w_re,d_1,4.772524938989434,9.017480874170287,5.676975588458305,10.474359493241165,2.668130426327876,4.353383219134299,2.702492277174095,4.374234829887671
o_,6,w_re,d_1,3.2916204099147865,6.037576269793193,4.277384367917892,7.785594414345709,2.7588487007620603,4.450526984043289,1.7925444437743785,2.8828859269150673
o_,6,w_re,d_1,3.6881913579327756,6.544645250310816,4.700811667957064,8.30800517721257,2.6575913441328587,4.305822189119885,3.5573933244634173,5.784085309569304
o_,6,w_re,d_1,3.45475260352256,6.589023635085759,5.017770569143738,9.486749478071507,2.9912323317332015,4.8195759935082885,2.5244776103463678,3.9653844152648725
o_,6,w_re,d_1,5.260678846263381,9.853832859408584,7.1522626446186734,13.38909735910089,2.583670193372733,4.151134579967337,3.2345949035881674,5.203034517524413
o_,6,w_re,d_1,4.478169785152559,7.93886738694397,3.9664343888498315,6.959647381660079,2.41855130856289,3.768285444562851,3.4687236723291397,5.390349204613836
o_,6,w_re,d_1,4.999849812623509,9.02969989768028,3.757135123246499,6.7678771710737,2.365894468162503,3.697831154427514,3.5203460358534686,5.476178899415925
o_,6,w_re,d_1,4.540449357180663,7.946762853329419,4.914704798453367,8.559169399402052,3.4543319172558524,5.606758913990323,4.835464956908779,7.855371432110274
o_,6,w_re,d_1,5.1172178966275315,9.02327538337318,5.908928512626916,10.47687107959984,4.240524495521025,6.7213558383376295,5.866648762877626,9.370126048229924
o_,6,w_re,d_1,6.8250670443148,12.555390712061902,8.81004436602112,16.54267918490564,2.427957955391996,3.7970726097336938,2.9035189353654163,4.518141737619799
o_,6,w_re,d_1,5.240543951394093,9.713656009301033,7.700690297135076,14.139496962154713,1.6237425509507462,2.599658790507074,1.6165018083702711,2.5685075673404247
o_,6,w_re,d_1,4.846274581831219,8.38393013223843,6.79893833406904,11.883215517534754,2.3979302128012034,3.7747633879103812,3.7186279570542187,5.852757038966782
o_,6,w_re,d_1,4.9075925017570246,8.972122567458797,3.9480550923904687,7.151817665599219,3.1370711188908698,5.002302871221843,3.3305242271217383,5.261446027046385
o_,6,w_re,d_1,5.108716239206022,8.730718091668722,7.242480498053476,12.596138709004235,3.8257145676089257,5.871756159423285,3.4961345072331165,5.3183193829680295
o_,6,w_re,d_1,4.560467994139047,7.7474417482874385,4.149554747180171,7.090616650440893,3.581598118695588,5.475600278942779,4.140851817659542,6.236811096825764
o_,6,w_re,d_1,3.1340486105204923,5.505518703188352,4.323431854663221,7.531411019021229,2.069860492282008,3.212813141203109,3.161427956170061,4.895856210901495
o_,6,w_re,d_1,5.991237584215711,11.498621021761217,7.449154239382403,14.245666375080058,2.206319342933289,3.5339679426431343,3.100382211184063,4.972603623612329
o_,6,w_re,d_1,4.911471915119825,8.58920597736445,7.909414074140103,13.861875011969124,3.4694234076711417,5.494103473847327,3.253823237745989,5.205521466885799
o_,6,w_re,d_1,4.528407251896422,8.427582067437038,6.635647529028444,12.535674073064367,3.6542637744051008,5.752946496016762,3.6709099219619485,5.763036935499608
o_,6,w_re,d_1,5.147234372417944,9.900467356536062,5.963867223622434,11.574202525569559,1.1757757609146475,1.8772022677144926,1.1402531892357288,1.823841972065097
o_,6,w_re,d_1,5.391602820895704,9.866412804473352,4.044814511831906,7.585987902477494,3.0498406027901064,4.874190261083934,3.6116340763108554,5.6980941672200025
o_,6,w_re,d_1,7.724980904174568,14.173238283553959,11.183347134936835,20.939965996200318,2.981363761220386,4.644988457023716,3.3092702823844613,5.136066625957038
