file;speaker;gender;s;nSeg_tier1;rateSeg_tier1;meanSeg_tier1;nCon_tier2;rateCon_tier2;meanCon_tier2;meanConLn_tier2;deltaCon_tier2;deltaConLn_tier2;varcoCon_tier2;rPVI_Con_tier2;nPVI_Con_tier2;nVof_tier2;rateVof_tier2;meanVof_tier2;meanVofLn_tier2;deltaVof_tier2;deltaVofLn_tier2;varcoVof_tier2;rPVI_Vof_tier2;nPVI_Vof_tier2;nC_tier3;rateC_tier3;meanC_tier3;meanCLn_tier3;deltaC_tier3;deltaCLn_tier3;varcoC_tier3;rPVI_C_tier3;nPVI_C_tier3;nV_tier3;rateV_tier3;meanV_tier3;meanVLn_tier3;deltaV_tier3;deltaVLn_tier3;varcoV_tier3;rPVI_V_tier3;percentV_tier3;nCV_tier3;rateCV_tier3;meanCV_tier3;meanCVLn_tier3;deltaCV_tier3;deltaCVLn_tier3;varcoCV_tier3;rPVI_CV_tier3;nPVI_CV_tier3
01f_read_058;01;f;058;41;14.965121402467728;0.06682204394513641;26;14.60849281314421;0.06845333141419183;-2.744610891644781;0.02340338571284801;0.3820782952197019;0.341888191989382;2.9068381900496556;42.04753313278722;15;15.62634801697757;0.0639944789987737;-2.8339633474717525;0.027938958191277438;0.4239970536171582;0.4365838839286874;2.9898668786367386;46.84819462391912;16;8.989841731165669;0.1112366635480617;-2.285012155223116;0.04326625815440451;0.4676204668789202;0.3889568131078526;4.599858540812953;47.00277742797994;15;15.62634801697757;0.0639944789987737;-2.8339633474717525;0.027938958191277438;0.4239970536171582;0.4365838839286874;2.9898668786367386;46.84819462391912;35.03726148674341;31;11.315091792109747;0.0883775419919546;-2.5506336998595533;0.043315266452164575;0.5205725935341755;0.490116215905934;4.743912546396585;54.2287515779236
01f_read_070;01;f;070;31;15.275300113610417;0.06546516222676319;20;16.565677139645892;0.060365778686266004;-2.9327584867403735;0.03179885466165114;0.508227858731575;0.5267695597354365;2.9182703498658684;46.106665801502146;11;13.380294838479934;0.07473676866403078;-2.6949987670629194;0.03697570362948955;0.46795706745321664;0.4947458164228228;3.812667462632544;50.80799085135324;11;9.111122426805242;0.10975596124775637;-2.4330732385020775;0.0859349985609347;0.6786660329005361;0.7829642926360083;9.955551544013753;76.30229002714044;11;13.380294838479934;0.07473676866403078;-2.6949987670629194;0.03697570362948955;0.46795706745321664;0.4947458164228228;3.812667462632544;50.80799085135324;40.5093299339032;22;10.840535564497715;0.09224636495589357;-2.5640360027824984;0.06699863450503525;0.5844428122147416;0.7263010801246185;6.606306424995882;61.31222230125593
01f_read_072;01;f;072;25;15.358709397825839;0.06510963741143243;15;15.279069829671858;0.06544901038792336;-2.8570178224445604;0.03018003806469518;0.5691359501798776;0.4611229090526324;2.888749869925112;52.82457643314778;10;15.47973767084765;0.064600577946696;-2.8727271805812853;0.03617171077532813;0.5368804606176837;0.5599285939078527;3.70334378947867;49.655263938567934;10;10.186046553114572;0.09817351558188506;-2.4196156966924827;0.04130932286510424;0.5107382916542134;0.420778685781592;4.580323770164089;48.33205460420877;10;15.47973767084765;0.064600577946696;-2.8727271805812853;0.03617171077532813;0.5368804606176837;0.5599285939078527;3.70334378947867;49.655263938567934;39.687260144596024;20;12.286967518260672;0.08138704676429052;-2.646171438636885;0.04152956210952448;0.5604696417974086;0.5102723806873164;4.6517697583453765;57.69354748672687
01f_read_078;01;f;078;21;13.202548835892172;0.07574295027649669;13;13.181178320204967;0.07586575158209755;-2.6565352528647264;0.03086428712827011;0.41276814553140684;0.40682767236373524;3.226039577869608;43.07625387021719;8;13.237424108849135;0.07554339815489528;-2.6149727389992634;0.020336899874811094;0.27183774078463746;0.2692081687020753;2.4152205537102835;31.717712564720234;8;9.09960358334709;0.10989489716124226;-2.395594886429571;0.07858543710160454;0.6413119090086673;0.7150963250486579;10.209447121776092;83.03899312756424;8;13.237424108849135;0.07554339815489528;-2.6149727389992634;0.020336899874811094;0.27183774078463746;0.2692081687020753;2.4152205537102835;31.717712564720234;40.73775485592549;16;10.785258765404281;0.09271914765806877;-2.5052838127144175;0.05822080091210847;0.48913144943876397;0.6279264033661755;5.421704293974758;49.140817806450634
01f_read_085;01;f;085;26;14.859924673954975;0.06729509213143606;16;15.294232382662559;0.06538412487661646;-2.7782597541945275;0.020075300385286796;0.34616801197520397;0.30703630924433145;2.2535702225318865;35.63304065222152;10;14.21410772513706;0.07035263973914743;-2.7505544015974026;0.031139503871542296;0.47671857401168477;0.4426202625374247;3.9064468849489247;54.44899320420979;10;9.558895239164098;0.10461459980258633;-2.362287540249281;0.051030282119792957;0.47861954159749687;0.48779312080808973;5.425832702862902;50.92119366855656;10;14.21410772513706;0.07035263973914743;-2.7505544015974026;0.031139503871542296;0.47671857401168477;0.4426202625374247;3.9064468849489247;54.44899320420979;40.20903565913931;20;11.430711287657672;0.08748361977086688;-2.556420970923342;0.04474091209588736;0.5057975025310445;0.5114204489145594;4.6196159177622365;49.10350729040919
01f_read_088;01;f;088;24;14.50265114282505;0.06895291006808323;16;14.151756131538626;0.07066260828021184;-2.742007401294309;0.030894124338230126;0.450093890319396;0.4372061135320649;3.7429798366843112;53.03951980654281;8;15.259367984371938;0.065533513643826;-2.77072661994053;0.020825627838560033;0.3253606449191123;0.31778591869416795;2.5778460243544705;39.3760124684085;9;7.960362823990477;0.1256224147203766;-2.242636579264271;0.07129653729914859;0.6435365647658312;0.5675463049953928;6.4370158753740085;59.662237158390006;8;15.259367984371938;0.065533513643826;-2.77072661994053;0.020825627838560033;0.3253606449191123;0.31778591869416795;2.5778460243544705;39.3760124684085;31.680322884665802;17;10.272711226167743;0.09734528480199985;-2.4911495395825107;0.06072159430158969;0.5720176079166739;0.6237754034527436;6.188865496613971;56.905366753686714
01f_read_092;01;f;092;42;13.673313351532265;0.07313516294775309;24;14.01021637540318;0.07137648507382331;-2.7294750020458642;0.02735199918896077;0.4758214695402881;0.3832074269371927;3.282342741409941;48.66552565028119;18;13.248530938892628;0.07548006677965946;-2.6835497810500746;0.03902443753214284;0.4444180056677556;0.517016468017477;4.321384969940884;52.68837687533412;16;10.045179832122288;0.0995502337153008;-2.3815827615978655;0.0399509771506783;0.39966086277585866;0.40131474994757205;4.879470104462229;48.50726288053451;16;11.776471945682335;0.08491507512711689;-2.6044551621963588;0.05010960745383411;0.5300500947156421;0.5901143863892319;6.059108607666824;66.4126164883622;46.03308647028959;32;10.842147027810691;0.09223265442120884;-2.4930189618971124;0.04519466959444435;0.47544903996559484;0.49000725261629097;5.275495432176376;53.925493230567525
01f_read_095;01;f;095;26;16.83096450542287;0.059414301520141884;16;16.340422106811495;0.06119792949431524;-2.9434456801403197;0.03172773730433154;0.6028630132454268;0.5184446200468068;3.9584018577416678;67.08803300775887;10;17.680184179027837;0.056560496761464504;-2.9920878157940205;0.03291889583521601;0.49140019216343017;0.5820121413368515;3.0112453526582885;45.34399362979253;10;10.212763816757185;0.09791668719090438;-2.5137203494544247;0.06522054270700264;0.6505871304059463;0.6660819986673433;6.892951978223352;67.96965482502291;9;15.912165761125053;0.06284499640162723;-2.877334237743634;0.03335898530686208;0.4891777874470234;0.5308137038257245;3.8343859221990644;54.713594454965516;36.6141428231267;19;12.299550984732097;0.08130378102756257;-2.685958507065103;0.05426912105696076;0.5939516278521064;0.6674858213366871;6.709093498251144;71.48898586572021
01f_read_098;01;f;098;26;15.150714052272734;0.06600348977281316;16;14.711584553205048;0.06797364324580123;-2.7463090432733614;0.023669845933139422;0.35413694213248603;0.34822093980671726;1.804680352841752;26.967702149022205;10;15.910583990394851;0.06285124421603226;-2.8901081577014573;0.035091566820184376;0.5095221714679927;0.5583273212470967;4.432803673452132;63.41592063601171;11;10.114214380328471;0.09887075381207451;-2.4206777886833772;0.05087172188821847;0.4793576417178124;0.5145275010738899;5.926824683011097;53.85555823987465;10;15.910583990394851;0.06285124421603226;-2.8901081577014573;0.035091566820184376;0.5095221714679927;0.5583273212470967;4.432803673452132;63.41592063601171;36.624662651794814;21;12.237115196066437;0.08171860638538774;-2.644216059644368;0.04677500120945625;0.5379890918497065;0.572391078096263;5.836841957231323;66.40346806049259
01f_read_102;01;f;102;21;14.607669127619415;0.068457191305713;14;14.905052117941628;0.06709134541007557;-2.7330041445180306;0.01751232341740915;0.2601924906277063;0.26102209324273296;2.2971754922628556;33.28564887502144;7;14.047137087929837;0.07118888309698788;-2.745378120589512;0.03699207677216832;0.47945722438252913;0.5196327735858735;5.1005709360506;62.5450093724279;7;7.452526058970814;0.13418269082015113;-2.1035175991233372;0.06513188464502898;0.4641140452819194;0.4853970675869594;8.222694540738646;57.02928825530097;7;14.047137087929837;0.07118888309698788;-2.745378120589512;0.03699207677216832;0.47945722438252913;0.5196327735858735;5.1005709360506;62.5450093724279;34.663454994852586;14;9.73844608507961;0.10268578695856949;-2.4244478598564245;0.06048027408115307;0.5625240995727812;0.588983888350147;7.780080981180881;71.86158422681638
01f_read_103;01;f;103;56;14.750103072460446;0.06779613641257025;35;15.895971790028653;0.06290901954338442;-2.8899750255363177;0.03175705133886124;0.5219577445522839;0.5048091922170299;3.408632389462847;55.47845558147845;21;13.16805992560491;0.07594133119454667;-2.7093953744659007;0.04389537704379651;0.5074830484397749;0.5780169553697345;4.765899293639951;55.5522418183385;20;9.083412451444945;0.11009078420092273;-2.3055002780905003;0.051935147090432454;0.45865085350070467;0.47174836174885887;6.602617789567206;60.142317184670766;20;12.541009452957056;0.079738397754274;-2.690248653042217;0.05224294942763583;0.5554913432313049;0.6551793226223384;5.342089872961248;57.00875265206592;42.00534234672822;40;10.535787908900318;0.09491459097759836;-2.497874465566359;0.0536651043870226;0.5392303784073195;0.5654041579306661;6.11631616939504;62.58792859708483
