1.0000000E+00	1.9790000E+03	4.9266683E+02	5.0483500E+01	9.0000000E+00	2.6915150E+02	3.0000000E+00	1.7105117E+02	2.0000000E+00
2.0000000E+00	1.9740000E+03	5.0930150E+02	5.0401500E+01	7.0000000E+00	2.7605000E+02	6.0000000E+00	1.8065017E+02	1.3000000E+01
3.0000000E+00	1.9780000E+03	5.1440100E+02	5.0366667E+01	6.0000000E+00	2.6913467E+02	2.0000000E+00	1.9300083E+02	5.7000000E+01
4.0000000E+00	1.9730000E+03	5.1716700E+02	5.8568000E+01	1.0700000E+02	2.7828367E+02	7.0000000E+00	1.7826683E+02	7.0000000E+00
5.0000000E+00	1.9660000E+03	5.1843383E+02	5.4284333E+01	2.0000000E+01	2.9845083E+02	7.0000000E+01	1.6291700E+02	1.0000000E+00
6.0000000E+00	1.9860000E+03	5.1898467E+02	5.4567500E+01	3.0000000E+01	2.8616717E+02	1.3000000E+01	1.7470083E+02	4.0000000E+00
7.0000000E+00	1.9790000E+03	5.2206750E+02	5.0467333E+01	8.0000000E+00	2.6910000E+02	1.0000000E+00	2.0023400E+02	1.1100000E+02
8.0000000E+00	1.9730000E+03	5.2385117E+02	6.0000167E+01	1.4900000E+02	2.7200133E+02	4.0000000E+00	1.8873333E+02	3.1000000E+01
9.0000000E+00	1.9810000E+03	5.2726800E+02	5.7534333E+01	9.0000000E+01	2.9523450E+02	4.2000000E+01	1.7203383E+02	3.0000000E+00
9.0000000E+00	1.9820000E+03	5.2726800E+02	5.9784333E+01	1.4200000E+02	2.8553483E+02	1.1000000E+01	1.7960100E+02	9.0000000E+00
1.1000000E+01	1.9780000E+03	5.3476683E+02	5.7467500E+01	8.6000000E+01	2.9468400E+02	4.1000000E+01	1.7935000E+02	8.0000000E+00
1.2000000E+01	1.9740000E+03	5.3488450E+02	5.4517667E+01	2.7000000E+01	2.9298483E+02	3.1000000E+01	1.8458417E+02	1.9000000E+01
1.3000000E+01	1.9790000E+03	5.3513383E+02	5.4684833E+01	3.4000000E+01	2.8550000E+02	1.0000000E+01	1.9188417E+02	4.9000000E+01
1.4000000E+01	1.9830000E+03	5.3731783E+02	5.0201000E+01	2.0000000E+00	2.8515083E+02	8.0000000E+00	1.9941717E+02	1.0600000E+02
1.5000000E+01	1.9710000E+03	5.3736733E+02	5.4267167E+01	1.9000000E+01	2.9690017E+02	5.4000000E+01	1.8348367E+02	1.7000000E+01
1.6000000E+01	1.9800000E+03	5.3938400E+02	5.7251000E+01	7.3000000E+01	2.8996817E+02	2.3000000E+01	1.8805083E+02	2.9000000E+01
1.7000000E+01	1.9730000E+03	5.4015100E+02	6.0184833E+01	1.6200000E+02	2.9386733E+02	3.7000000E+01	1.8273450E+02	1.6000000E+01
1.8000000E+01	1.9810000E+03	5.4055133E+02	5.3967833E+01	1.7000000E+01	3.0190083E+02	1.2000000E+02	1.8163400E+02	1.5000000E+01
1.9000000E+01	1.9730000E+03	5.4128417E+02	6.5451167E+01	3.5900000E+02	2.9368350E+02	3.6000000E+01	1.7741783E+02	5.0000000E+00
2.0000000E+01	1.9760000E+03	5.4230017E+02	5.7533500E+01	8.9000000E+01	2.9250100E+02	2.7000000E+01	1.8991700E+02	3.5000000E+01
2.1000000E+01	1.9690000E+03	5.4266817E+02	6.2868167E+01	2.2100000E+02	2.9596717E+02	4.7000000E+01	1.7981700E+02	1.0000000E+01
2.2000000E+01	1.9680000E+03	5.4280117E+02	6.4066667E+01	2.8400000E+02	0.0000000E+00	0.0000000E+00	1.9141667E+02	4.3000000E+01
2.3000000E+01	1.9760000E+03	5.4345133E+02	5.0667333E+01	1.0000000E+01	2.9528483E+02	4.3000000E+01	1.9475017E+02	7.5000000E+01
2.4000000E+01	1.9800000E+03	5.4430017E+02	5.8417000E+01	9.8000000E+01	2.9243367E+02	2.6000000E+01	1.9041767E+02	3.6000000E+01
2.5000000E+01	1.9850000E+03	5.4483483E+02	5.7801167E+01	9.2000000E+01	2.9863383E+02	7.3000000E+01	1.8615083E+02	2.3000000E+01
2.6000000E+01	1.9790000E+03	5.4503417E+02	5.8884333E+01	1.1100000E+02	2.9426817E+02	4.0000000E+01	1.8918467E+02	3.3000000E+01
2.7000000E+01	1.9710000E+03	5.4530000E+02	5.7151167E+01	6.9000000E+01	2.9398417E+02	3.8000000E+01	1.9130117E+02	4.2000000E+01
2.8000000E+01	1.9720000E+03	5.4715100E+02	5.8316833E+01	9.5000000E+01	2.8965067E+02	2.0000000E+01	1.9623367E+02	8.4000000E+01
2.9000000E+01	1.9770000E+03	5.4871683E+02	5.6167667E+01	6.1000000E+01	2.8548400E+02	9.0000000E+00	2.0370117E+02	1.4300000E+02
3.0000000E+01	1.9690000E+03	5.4888367E+02	7.3233333E+01	8.8400000E+02	2.9148383E+02	2.5000000E+01	1.8001750E+02	1.1000000E+01
3.1000000E+01	1.9770000E+03	5.4958483E+02	5.6816833E+01	6.3000000E+01	3.0478467E+02	1.7300000E+02	1.8421817E+02	1.8000000E+01
3.2000000E+01	1.9850000E+03	5.5186700E+02	5.5834000E+01	5.3000000E+01	3.0046750E+02	1.0000000E+02	1.9361717E+02	6.5000000E+01
3.3000000E+01	1.9800000E+03	5.5265100E+02	6.5950333E+01	3.8800000E+02	2.9136817E+02	2.4000000E+01	1.9171800E+02	4.7000000E+01
